"year","month","statefip","age","sex","race","college","earnweek","hrsworkt","hispanic","ind","hhid","personid","serial"
2022,6,8,49,"Male","White","College degree",1630,45,"Not Hispanic",6680,20220300988800,20220300988802,9869
2022,6,8,24,"Male","White","College degree",1058,40,"Not Hispanic",9160,20220300989800,20220300989801,9876
2022,6,8,25,"Female","White","No college degree",1154,40,"Not Hispanic",7860,20220300989800,20220300989802,9876
2022,6,8,28,"Male","White","No college degree",1168,40,"Not Hispanic",770,20210300990600,20210300990601,9877
2022,6,8,34,"Female","White","No college degree",796,40,"Not Hispanic",8090,20210300990600,20210300990603,9877
2022,6,8,36,"Male","White","College degree",2884.61,50,"Not Hispanic",570,20210300992600,20210300992602,9891
2022,6,8,65,"Female","White","College degree",780,41,"Not Hispanic",5391,20210300993600,20210300993601,9908
2022,6,8,67,"Male","White","College degree",1600,40,"Not Hispanic",7580,20210300993700,20210300993701,9909
2022,6,8,64,"Female","White","No college degree",1520,40,"Not Hispanic",8191,20210300993700,20210300993702,9909
2022,6,8,63,"Male","White","No college degree",2400,70,"Not Hispanic",4971,20210300994200,20210300994201,9913
2022,6,8,51,"Female","Asian only","College degree",40,40,"Not Hispanic",8180,20210300994700,20210300994701,9919
2022,6,8,55,"Male","Asian only","College degree",4,40,"Not Hispanic",6690,20210300994700,20210300994702,9919
2022,6,8,37,"Male","White","College degree",1630,45,"Not Hispanic",6870,20210300996500,20210300996501,9943
2022,6,8,34,"Female","White","College degree",2360,43,"Not Hispanic",4195,20210300996500,20210300996502,9943
2022,6,8,44,"Female","White","No college degree",2884.61,40,"Hispanic",8191,20220300998100,20220300998102,9957
2022,6,8,63,"Male","White","No college degree",1100,40,"Not Hispanic",4560,20220300998100,20220300998103,9957
2022,6,8,32,"Male","White","College degree",1350,32,"Not Hispanic",7380,20210300999000,20210300999001,9961
2022,6,8,31,"Female","White","College degree",2780,24,"Not Hispanic",6970,20210300999000,20210300999002,9961
2022,6,8,22,"Male","White","No college degree",1300,37,"Hispanic",8680,20220300998700,20220300998701,9963
2022,6,8,64,"Female","White","College degree",600,40,"Not Hispanic",8660,20220300998700,20220300998702,9963
2022,6,8,24,"Male","White","No college degree",1300,37,"Hispanic",8680,20220300998700,20220300998703,9963
2022,6,8,35,"Female","White","College degree",770,50,"Hispanic",7870,20210300999800,20210300999802,9965
2022,6,8,28,"Female","White","College degree",2120,53,"Not Hispanic",3590,2.0220301e+13,20220301000001,9975
2022,6,8,30,"Male","White","College degree",1154,47,"Not Hispanic",4795,2.0220301e+13,20220301000002,9975
2022,6,8,45,"Female","White-American Indian","College degree",600,20,"Hispanic",7370,20210301000900,20210301000901,9978
2022,6,8,47,"Male","White-American Indian","College degree",1880,40,"Hispanic",6970,20210301000900,20210301000902,9978
2022,6,8,58,"Female","White","College degree",1400,40,"Not Hispanic",8270,20220301000300,20220301000302,9983
2022,6,8,63,"Female","White","College degree",1440,NA,"Not Hispanic",8191,20210301001700,20210301001702,9989
2022,6,8,42,"Female","White","College degree",120,8,"Not Hispanic",8170,20210301002100,20210301002101,9993
2022,6,8,42,"Male","White","College degree",1154,80,"Not Hispanic",9160,20210301002100,20210301002102,9993
2022,6,8,16,"Male","White","No college degree",340,1,"Not Hispanic",7770,20210301002100,20210301002104,9993
2022,6,8,16,"Female","White","No college degree",224,1,"Not Hispanic",8680,20210301002100,20210301002105,9993
2022,6,8,34,"Male","White","College degree",1080,40,"Hispanic",8680,20210301002900,20210301002903,10000
2022,6,8,34,"Male","White","No college degree",800,40,"Hispanic",770,20220301002700,20220301002702,10001
2022,6,8,39,"Male","White","College degree",2620,40,"Not Hispanic",7580,20210301005500,20210301005501,10019
2022,6,8,30,"Female","White","College degree",2600,40,"Not Hispanic",8090,20210301005500,20210301005502,10019
2022,6,8,85,"Male","White","College degree",2880,36,"Not Hispanic",6970,20220301005100,20220301005101,10025
2022,6,8,24,"Female","White","College degree",844,NA,"Not Hispanic",7860,20220401005300,20220401005301,10026
2022,6,8,24,"Male","White","No college degree",1154,50,"Not Hispanic",4670,20220401005300,20220401005302,10026
2022,6,8,48,"Female","White","No college degree",1250,54,"Not Hispanic",7860,20220301007400,20220301007401,10043
2022,6,8,48,"Male","White","No college degree",1350,59,"Not Hispanic",490,20220301007400,20220301007402,10043
2022,6,8,22,"Female","White","No college degree",278,70,"Not Hispanic",180,20220301007400,20220301007403,10043
2022,6,8,54,"Male","White","No college degree",1300,50,"Not Hispanic",6690,20210301008400,20210301008401,10049
2022,6,8,52,"Female","White","No college degree",600,40,"Not Hispanic",9490,20210301008400,20210301008402,10049
2022,6,8,39,"Male","White","No college degree",1280,40,"Not Hispanic",9370,20220301009300,20220301009302,10067
2022,6,8,59,"Male","White","No college degree",1320,40,"Hispanic",5580,20210301013100,20210301013101,10098
2022,6,8,63,"Female","White","No college degree",800,40,"Not Hispanic",8680,20210301013100,20210301013102,10098
2022,6,8,44,"Male","White","No college degree",1440,40,"Not Hispanic",9370,20220301012000,20220301012001,10100
2022,6,8,43,"Female","White","College degree",1250,40,"Not Hispanic",7290,20220301012000,20220301012002,10100
2022,6,8,64,"Male","White","College degree",1920,40,"Not Hispanic",9480,20220301012200,20220301012201,10103
2022,6,8,27,"Male","White","No college degree",1000,40,"Hispanic",7860,20210301016100,20210301016102,10134
2022,6,8,31,"Female","White","College degree",944,40,"Not Hispanic",7870,20210301016200,20210301016201,10139
2022,6,8,31,"Male","White","No college degree",2884.61,40,"Not Hispanic",6080,20210301016200,20210301016202,10139
2022,6,8,53,"Female","White","College degree",40,40,"Not Hispanic",8090,20220301016100,20220301016101,10142
2022,6,8,73,"Female","White","No college degree",940,48,"Hispanic",8170,20220301016300,20220301016301,10143
2022,6,8,20,"Male","White","No college degree",720,40,"Hispanic",6380,20220301016300,20220301016302,10143
2022,6,8,80,"Female","White","College degree",416,36,"Not Hispanic",8270,20220301017300,20220301017302,10152
2022,6,8,35,"Male","White","No college degree",1590,24,"Not Hispanic",6380,20210301020400,20210301020401,10178
2022,6,8,31,"Female","White","No college degree",940,19,"Not Hispanic",8191,20210301020400,20210301020402,10178
2022,6,8,60,"Male","White","No college degree",600,40,"Hispanic",180,20210301020500,20210301020501,10187
2022,6,8,18,"Female","White","No college degree",130,10,"Hispanic",8680,20210301020500,20210301020506,10187
2022,6,8,52,"Male","White","College degree",2620,40,"Not Hispanic",3380,20210301024000,20210301024001,10219
2022,6,8,50,"Female","White","College degree",600,40,"Not Hispanic",8570,20210301024000,20210301024002,10219
2022,6,8,54,"Male","White","No college degree",2220,36,"Not Hispanic",9570,20210301024400,20210301024401,10221
2022,6,8,41,"Female","White","No college degree",1500,40,"Not Hispanic",6880,20220301023400,20220301023401,10225
2022,6,8,37,"Male","White","College degree",1800,40,"Not Hispanic",6880,20220301023400,20220301023402,10225
2022,6,8,20,"Female","White","No college degree",20,2,"Not Hispanic",5170,20220301023400,20220301023404,10225
2022,6,8,44,"Female","White","No college degree",656,20,"Not Hispanic",7860,20220301023600,20220301023601,10227
2022,6,8,39,"Female","White","No college degree",1020,40,"Hispanic",9470,20220301023600,20220301023602,10227
2022,6,8,26,"Male","White","College degree",1630,32,"Not Hispanic",4795,20220301024300,20220301024301,10238
2022,6,8,64,"Female","White","No college degree",1154,40,"Not Hispanic",9490,20220301025000,20220301025001,10251
2022,6,8,47,"Male","White","College degree",770,8,"Not Hispanic",6992,20210301026900,20210301026903,10255
2022,6,8,56,"Female","White","College degree",2040,40,"Not Hispanic",7380,20210301029400,20210301029401,10276
2022,6,8,56,"Male","White","No college degree",1126,50,"Not Hispanic",4670,20210301029700,20210301029701,10281
2022,6,9,46,"Male","White","No college degree",1040,30,"Hispanic",3895,20220301030200,20220301030201,10302
2022,6,9,41,"Female","White","No college degree",290,20,"Hispanic",8680,20220301030200,20220301030202,10302
2022,6,9,16,"Female","White","No college degree",210,15,"Hispanic",8680,20220301030200,20220301030203,10302
2022,6,9,25,"Female","White","College degree",1210,40,"Hispanic",9470,20220301030200,20220301030204,10302
2022,6,9,53,"Female","Black","No college degree",666,35,"Not Hispanic",8370,20220301030800,20220301030801,10304
2022,6,9,54,"Male","Black","No college degree",600,40,"Not Hispanic",8191,20220301030800,20220301030802,10304
2022,6,9,54,"Female","White","No college degree",1830,40,"Hispanic",6870,20220301031800,20220301031801,10319
2022,6,9,52,"Male","White","No college degree",2120,40,"Hispanic",570,20220301031800,20220301031802,10319
2022,6,9,23,"Female","White","College degree",596,50,"Hispanic",7860,20220301031800,20220301031803,10319
2022,6,9,56,"Male","Black","No college degree",260,20,"Not Hispanic",7680,20220301033000,20220301033001,10324
2022,6,9,29,"Male","White","No college degree",950,40,"Hispanic",8390,20210301034900,20210301034901,10331
2022,6,9,26,"Female","Black","College degree",900,40,"Not Hispanic",6070,20210301034900,20210301034902,10331
2022,6,9,26,"Male","Black","No college degree",240,20,"Not Hispanic",9090,20220301034800,20220301034802,10344
2022,6,9,60,"Male","White","No college degree",1350,NA,"Not Hispanic",1280,20220301036200,20220301036201,10367
2022,6,9,64,"Female","White","No college degree",1194,37,"Not Hispanic",7860,20220301036200,20220301036202,10367
2022,6,9,29,"Male","White","No college degree",1200,50,"Not Hispanic",4670,20220301036200,20220301036203,10367
2022,6,9,35,"Male","White","No college degree",1390,40,"Not Hispanic",4670,20220301036200,20220301036204,10367
2022,6,9,30,"Female","White","No college degree",1280,40,"Not Hispanic",9090,20220301036200,20220301036205,10367
2022,6,9,35,"Female","White","No college degree",600,40,"Not Hispanic",7480,20220301036200,20220301036206,10367
2022,6,9,51,"Male","White","College degree",2884.61,50,"Not Hispanic",7071,20210301038300,20210301038301,10379
2022,6,9,54,"Female","Black","College degree",600,33,"Not Hispanic",7860,20210301038400,20210301038401,10380
2022,6,9,47,"Male","White","No college degree",2040,40,"Not Hispanic",6290,20220401038700,20220401038701,10381
2022,6,9,57,"Female","White","College degree",1950,60,"Not Hispanic",7860,20220401038700,20220401038702,10381
2022,6,9,59,"Male","White","College degree",1660,NA,"Not Hispanic",7870,20210301040000,20210301040001,10406
2022,6,9,41,"Female","Black","No college degree",366,40,"Not Hispanic",4870,20220301043900,20220301043901,10442
2022,6,9,20,"Female","Black","No college degree",300,NA,"Not Hispanic",7860,20220301043900,20220301043903,10442
2022,6,9,58,"Female","Black","No college degree",1120,32,"Not Hispanic",8191,20220301045300,20220301045301,10452
2022,6,9,57,"Male","Black","No college degree",1120,40,"Not Hispanic",7870,20220301045300,20220301045302,10452
2022,6,9,18,"Female","Black","No college degree",240,8,"Not Hispanic",8680,20220301045300,20220301045303,10452
2022,6,9,55,"Male","Black","College degree",2300,60,"Not Hispanic",8370,20210301047100,20210301047101,10473
2022,6,9,55,"Female","Black","No college degree",962,42,"Not Hispanic",8270,20210301047300,20210301047301,10474
2022,6,9,65,"Female","White","No college degree",350,25,"Not Hispanic",9170,20210301048600,20210301048601,10482
2022,6,9,24,"Male","White","No college degree",720,40,"Hispanic",770,20220301048000,20220301048001,10483
2022,6,9,56,"Female","White","College degree",370,40,"Not Hispanic",6480,20220301048600,20220301048601,10487
2022,6,9,62,"Male","White","College degree",1000,40,"Not Hispanic",3291,20220301048600,20220301048602,10487
2022,6,9,18,"Female","Black","No college degree",200,20,"Not Hispanic",6390,20210301050800,20210301050801,10502
2022,6,9,36,"Female","Black","No college degree",400,40,"Not Hispanic",4971,20210301050800,20210301050802,10502
2022,6,9,69,"Female","White","No college degree",680,40,"Not Hispanic",7690,20220301050400,20220301050401,10504
2022,6,9,40,"Male","White","College degree",1040,24,"Not Hispanic",7390,20210301051600,20210301051601,10505
2022,6,9,36,"Female","White","College degree",2020,32,"Not Hispanic",7480,20210301051600,20210301051602,10505
2022,6,9,64,"Male","White","College degree",386,20,"Not Hispanic",7071,20210301051800,20210301051801,10508
2022,6,9,56,"Female","White","No college degree",2884.61,50,"Not Hispanic",7071,20210301051800,20210301051802,10508
2022,6,9,32,"Male","White","College degree",2884.61,55,"Not Hispanic",7280,20210301054300,20210301054301,10518
2022,6,9,32,"Female","White","College degree",2884.61,55,"Not Hispanic",7280,20210301054300,20210301054302,10518
2022,6,9,33,"Female","White","College degree",1290,32,"Hispanic",8191,20220301054900,20220301054903,10548
2022,6,9,55,"Male","White","No college degree",1980,50,"Not Hispanic",4265,20220301055500,20220301055501,10555
2022,6,9,59,"Female","White","No college degree",1420,24,"Not Hispanic",4170,20220301055500,20220301055502,10555
2022,6,9,40,"Male","White","No college degree",674,45,"Not Hispanic",6991,20220301056000,20220301056001,10557
2022,6,9,37,"Female","White","College degree",1370,45,"Not Hispanic",5070,20220301056000,20220301056002,10557
2022,6,9,27,"Female","White","No college degree",928,32,"Not Hispanic",8191,20220301056800,20220301056802,10560
2022,6,9,71,"Male","White","College degree",1000,NA,"Not Hispanic",7870,20210301058200,20210301058201,10561
2022,6,9,46,"Male","White","College degree",2884.61,45,"Not Hispanic",6992,20210301058600,20210301058601,10566
2022,6,9,45,"Female","White","College degree",962,38,"Not Hispanic",4170,20210301058600,20210301058602,10566
2022,6,9,63,"Female","White","No college degree",2000,37,"Not Hispanic",8191,20210301060900,20210301060901,10597
2022,6,9,61,"Male","White","College degree",1920,40,"Not Hispanic",3580,20220301060200,20220301060201,10604
2022,6,9,59,"Female","White","College degree",770,25,"Not Hispanic",7072,20220301060200,20220301060202,10604
2022,6,9,18,"Male","White","No college degree",614,35,"Not Hispanic",8670,20220301060200,20220301060204,10604
2022,6,9,43,"Female","White","College degree",674,40,"Not Hispanic",9470,20220301060600,20220301060601,10605
2022,6,9,65,"Male","White","College degree",2884.61,40,"Not Hispanic",6070,20210301062500,20210301062501,10611
2022,6,9,63,"Female","White","No college degree",1500,28,"Not Hispanic",7270,20220301062600,20220301062602,10632
2022,6,9,33,"Male","White","College degree",1500,50,"Not Hispanic",9380,20220301062600,20220301062603,10632
2022,6,9,68,"Male","White","No college degree",2300,40,"Not Hispanic",3390,20210301066300,20210301066301,10654
2022,6,9,49,"Female","White","No college degree",1630,55,"Not Hispanic",6870,20210301066500,20210301066501,10659
2022,6,9,50,"Male","White","College degree",2400,38,"Not Hispanic",6991,20210301066500,20210301066502,10659
2022,6,9,61,"Female","White","No college degree",2884.61,40,"Not Hispanic",770,20220301064800,20220301064802,10662
2022,6,9,40,"Female","White","No college degree",240,18,"Not Hispanic",8180,20210301070100,20210301070101,10704
2022,6,9,41,"Male","White","No college degree",1590,45,"Hispanic",6380,20210301070100,20210301070102,10704
2022,6,9,49,"Female","White","College degree",2080,40,"Not Hispanic",7860,20210301071600,20210301071601,10714
2022,6,9,42,"Male","White","No college degree",928,40,"Not Hispanic",7860,20210301071600,20210301071602,10714
2022,6,9,39,"Male","Asian only","College degree",1300,40,"Not Hispanic",5080,20220301070000,20220301070001,10720
2022,6,9,39,"Female","Asian only","College degree",1000,40,"Not Hispanic",7290,20220301070000,20220301070002,10720
2022,6,9,42,"Female","White","College degree",1750,48,"Not Hispanic",4670,20210301072700,20210301072701,10726
2022,6,9,47,"Male","White","No college degree",600,40,"Hispanic",7690,20210301073100,20210301073101,10730
2022,6,9,42,"Female","White","College degree",600,40,"Hispanic",7690,20210301073100,20210301073102,10730
2022,6,9,43,"Female","White","College degree",2080,40,"Hispanic",7970,20210301073500,20210301073501,10734
2022,6,9,54,"Male","White","College degree",2884.61,40,"Not Hispanic",6570,20210301074100,20210301074101,10745
2022,6,9,56,"Female","White","College degree",600,25,"Not Hispanic",6770,20210301074100,20210301074102,10745
2022,6,9,19,"Male","White","No college degree",76,40,"Not Hispanic",6590,20210301074100,20210301074104,10745
2022,6,9,29,"Female","White","No college degree",260,20,"Hispanic",7690,20210301074200,20210301074201,10746
2022,6,9,31,"Male","White","No college degree",600,32,"Hispanic",7690,20210301074200,20210301074202,10746
2022,6,9,51,"Male","White","College degree",2884.61,42,"Not Hispanic",6991,20210301074300,20210301074301,10749
2022,6,9,51,"Female","White","College degree",1086,40,"Not Hispanic",9480,20220301074200,20220301074201,10755
2022,6,9,53,"Male","White","No college degree",1920,55,"Hispanic",770,20220301074200,20220301074202,10755
2022,6,9,30,"Female","White","No college degree",856,47,"Not Hispanic",5090,20210301075400,20210301075401,10757
2022,6,9,62,"Male","White","No college degree",1440,45,"Not Hispanic",4670,20210301075700,20210301075701,10760
2022,6,9,62,"Female","White","No college degree",1058,44,"Not Hispanic",4971,20210301075700,20210301075702,10760
2022,6,9,38,"Male","White","College degree",1240,40,"Not Hispanic",1880,20210301076700,20210301076702,10772
2022,6,9,34,"Female","White","No college degree",740,32,"Not Hispanic",6695,20220301077200,20220301077201,10783
2022,6,9,55,"Female","Black","No college degree",980,99,"Not Hispanic",8170,20220301078100,20220301078103,10791
2022,6,9,43,"Male","White","College degree",1550,40,"Not Hispanic",7870,20220301079000,20220301079001,10803
2022,6,9,53,"Male","White","College degree",1380,40,"Not Hispanic",7470,20220301079000,20220301079002,10803
2022,6,9,55,"Female","White","No college degree",1800,51,"Not Hispanic",3580,20210301081000,20210301081001,10806
2022,6,9,59,"Male","White","No college degree",1100,45,"Not Hispanic",770,20210301081000,20210301081002,10806
2022,6,9,38,"Male","White","College degree",2884.61,40,"Not Hispanic",9570,20210301081400,20210301081402,10810
2022,6,9,55,"Female","White","College degree",1750,24,"Not Hispanic",7860,20210301083800,20210301083801,10827
2022,6,9,51,"Male","White","College degree",1810,45,"Not Hispanic",7290,20220301082000,20220301082001,10828
2022,6,9,48,"Female","White","College degree",578,32,"Hispanic",7970,20220301082000,20220301082002,10828
2022,6,9,16,"Female","White","No college degree",130,10,"Not Hispanic",8680,20220301082000,20220301082003,10828
2022,6,9,32,"Male","White","No college degree",936,55,"Hispanic",2570,20210301085500,20210301085501,10844
2022,6,9,48,"Male","White","College degree",962,10,"Not Hispanic",5593,20220301084200,20220301084202,10850
2022,6,9,34,"Female","White","College degree",2780,45,"Not Hispanic",7380,20220301084400,20220301084401,10852
2022,6,9,34,"Male","White","College degree",2884.61,50,"Not Hispanic",6970,20220301084400,20220301084402,10852
2022,6,9,25,"Female","Black","No college degree",1034,45,"Not Hispanic",9290,20220301084400,20220301084405,10852
2022,6,9,49,"Male","Black","No college degree",1050,40,"Not Hispanic",7680,20210301086600,20210301086601,10855
2022,6,9,18,"Female","Black","No college degree",300,40,"Not Hispanic",5070,20210301086600,20210301086605,10855
2022,6,9,41,"Male","Asian only","College degree",1800,40,"Not Hispanic",7390,20220301084900,20220301084901,10859
2022,6,9,60,"Male","White","No college degree",2884.61,50,"Not Hispanic",3380,20210301087500,20210301087501,10861
2022,6,9,51,"Female","Black","No college degree",600,30,"Not Hispanic",6370,20220301086000,20220301086001,10873
2022,6,9,23,"Female","Black","No college degree",808,48,"Not Hispanic",1190,20220301086000,20220301086003,10873
2022,6,9,61,"Female","White","No college degree",674,36,"Not Hispanic",8191,20210301090300,20210301090302,10901
2022,6,9,29,"Female","White","No college degree",730,44,"Not Hispanic",8180,20210301090300,20210301090304,10901
2022,6,9,45,"Female","Black","College degree",1460,40,"Not Hispanic",8470,20220301089300,20220301089302,10908
2022,6,9,60,"Female","White","No college degree",600,NA,"Not Hispanic",9160,20210301091400,20210301091402,10927
2022,6,9,33,"Male","White","No college degree",962,40,"Not Hispanic",6470,20210301091400,20210301091403,10927
2022,6,9,69,"Female","White","No college degree",750,22,"Not Hispanic",7860,20210301092400,20210301092401,10955
2022,6,9,67,"Male","White","No college degree",2500,45,"Not Hispanic",2980,20210301092400,20210301092402,10955
2022,6,9,33,"Female","White","College degree",2260,45,"Not Hispanic",5593,20220301094300,20220301094302,10968
2022,6,9,25,"Male","Black","College degree",1420,40,"Not Hispanic",3680,20210301093100,20210301093101,10969
2022,6,9,30,"Male","White","College degree",1690,42,"Not Hispanic",3680,20210301093700,20210301093701,10977
2022,6,9,24,"Female","White","No college degree",654,40,"Hispanic",8090,20220301096900,20220301096901,11002
2022,6,9,37,"Female","White","College degree",734,40,"Not Hispanic",3490,20220301097600,20220301097601,11007
2022,6,9,28,"Female","White","College degree",2240,32,"Not Hispanic",8191,20210301096500,20210301096501,11008
2022,6,9,28,"Male","White","College degree",962,45,"Not Hispanic",7870,20210301096500,20210301096502,11008
2022,6,9,65,"Male","White","No college degree",2220,40,"Not Hispanic",3680,20210301097000,20210301097001,11011
2022,6,9,61,"Female","White","College degree",600,40,"Not Hispanic",7970,20210301097000,20210301097002,11011
2022,6,9,31,"Female","White","No college degree",426,25,"Hispanic",7860,20220301098500,20220301098501,11013
2022,6,10,38,"Male","White","No college degree",674,40,"Not Hispanic",5391,20210301099200,20210301099201,11035
2022,6,10,49,"Female","Black","College degree",1530,NA,"Hispanic",7860,20220301102600,20220301102602,11053
2022,6,10,38,"Male","Asian only","College degree",1160,40,"Not Hispanic",2190,20210301101100,20210301101101,11056
2022,6,10,63,"Female","White","No college degree",698,40,"Not Hispanic",8191,20220301107000,20220301107001,11079
2022,6,10,59,"Female","White","College degree",1750,40,"Not Hispanic",2280,20220301107000,20220301107002,11079
2022,6,10,57,"Female","White","No college degree",1200,40,"Not Hispanic",8090,20220301107000,20220301107003,11079
2022,6,10,76,"Female","White","No college degree",200,22,"Not Hispanic",5275,20220301108100,20220301108101,11081
2022,6,10,72,"Male","White","No college degree",276,24,"Not Hispanic",4971,20220301108500,20220301108501,11085
2022,6,10,57,"Female","White","No college degree",200,10,"Not Hispanic",8790,20210301107300,20210301107301,11093
2022,6,10,24,"Female","White","No college degree",1058,50,"Not Hispanic",8680,20210301108400,20210301108403,11109
2022,6,10,39,"Female","White-Black","College degree",1890,NA,"Not Hispanic",7890,20210301108700,20210301108701,11113
2022,6,10,56,"Female","White","No college degree",1192,40,"Not Hispanic",8090,20220301112500,20220301112501,11151
2022,6,10,22,"Male","White","No college degree",850,40,"Not Hispanic",590,20220301112500,20220301112502,11151
2022,6,10,22,"Male","White","No college degree",850,40,"Hispanic",570,20220301112500,20220301112503,11151
2022,6,10,59,"Male","White","No college degree",870,40,"Not Hispanic",9590,20210301110800,20210301110801,11152
2022,6,10,64,"Female","White","No college degree",346,35,"Not Hispanic",9290,20210301112300,20210301112302,11170
2022,6,10,64,"Male","White","College degree",1870,NA,"Not Hispanic",7860,20220301116000,20220301116001,11188
2022,6,10,63,"Female","White","College degree",1154,NA,"Not Hispanic",7860,20220301116000,20220301116002,11188
2022,6,10,38,"Male","Asian only","College degree",1000,40,"Not Hispanic",6870,20210301117400,20210301117401,11219
2022,6,10,27,"Male","Black","No college degree",600,40,"Not Hispanic",6380,20220301120700,20220301120703,11229
2022,6,10,61,"Male","White","College degree",2884.61,50,"Not Hispanic",8370,20220301124800,20220301124801,11263
2022,6,10,26,"Female","White","College degree",1440,40,"Not Hispanic",7860,20220301124800,20220301124803,11263
2022,6,10,43,"Male","White","College degree",1420,40,"Not Hispanic",8090,20220301126300,20220301126302,11272
2022,6,10,36,"Male","White","No college degree",1154,40,"Not Hispanic",7680,20220301127300,20220301127301,11288
2022,6,10,44,"Female","White","College degree",2080,40,"Not Hispanic",6080,20220301130300,20220301130301,11304
2022,6,10,46,"Male","Black","No college degree",1880,40,"Not Hispanic",570,20220301130300,20220301130302,11304
2022,6,10,20,"Female","Black","No college degree",432,32,"Not Hispanic",8680,20220301130300,20220301130304,11304
2022,6,10,46,"Female","White","College degree",1250,40,"Not Hispanic",7870,20220301131400,20220301131401,11315
2022,6,10,17,"Male","White","No college degree",120,12,"Not Hispanic",7870,20220301131400,20220301131402,11315
2022,6,10,54,"Male","White","No college degree",1480,55,"Not Hispanic",4670,20210301129400,20210301129401,11322
2022,6,10,45,"Male","White","College degree",2700,32,"Hispanic",6870,20220301132700,20220301132701,11327
2022,6,10,44,"Female","White","College degree",1154,40,"Not Hispanic",7860,20220301132700,20220301132702,11327
2022,6,10,44,"Male","White","College degree",2884.61,80,"Not Hispanic",4380,20220301132900,20220301132901,11331
2022,6,10,44,"Female","White","College degree",2080,40,"Not Hispanic",6080,20220301132900,20220301132902,11331
2022,6,10,54,"Male","White","No college degree",1830,40,"Not Hispanic",6890,20220301133000,20220301133001,11333
2022,6,10,58,"Female","White","No college degree",694,33,"Not Hispanic",7980,20220301133000,20220301133002,11333
2022,6,10,24,"Male","White","No college degree",674,40,"Not Hispanic",770,20220301133000,20220301133003,11333
2022,6,10,33,"Male","White","No college degree",596,35,"Not Hispanic",8590,20220301133000,20220301133004,11333
2022,6,10,29,"Male","White","College degree",240,16,"Not Hispanic",4890,20220301133600,20220301133603,11335
2022,6,10,33,"Female","White","No college degree",640,40,"Not Hispanic",1890,20210301131700,20210301131701,11341
2022,6,10,49,"Female","White","College degree",1770,45,"Not Hispanic",7280,20210301132900,20210301132902,11347
2022,6,10,65,"Male","White","No college degree",1500,40,"Not Hispanic",770,20210301133100,20210301133102,11350
2022,6,10,48,"Male","White","College degree",2700,40,"Not Hispanic",7270,20210301133700,20210301133701,11356
2022,6,10,41,"Male","White","College degree",1550,40,"Not Hispanic",8570,20210301133700,20210301133705,11356
2022,6,10,42,"Male","White","College degree",1550,40,"Not Hispanic",8570,20210301133700,20210301133704,11356
2022,6,10,41,"Female","Black","College degree",1830,48,"Not Hispanic",8191,20210301133900,20210301133901,11361
2022,6,10,46,"Male","Black","No college degree",680,10,"Not Hispanic",1180,20210301133900,20210301133902,11361
2022,6,10,68,"Male","White","College degree",180,12,"Not Hispanic",6380,20210301134000,20210301134001,11362
2022,6,10,65,"Female","White","No college degree",2120,40,"Not Hispanic",7270,20210301134000,20210301134002,11362
2022,6,10,43,"Male","White","No college degree",1350,40,"Not Hispanic",4670,20210301135600,20210301135601,11382
2022,6,10,69,"Male","White","No college degree",880,40,"Not Hispanic",6170,20210301135900,20210301135901,11385
2022,6,10,42,"Male","White","No college degree",78,NA,"Not Hispanic",5090,20210301137300,20210301137302,11413
2022,6,10,43,"Male","White","No college degree",300,20,"Not Hispanic",8680,20210301137300,20210301137307,11413
2022,6,10,64,"Female","White","College degree",1154,16,"Not Hispanic",7860,20220301141000,20220301141002,11421
2022,6,10,32,"Female","Black","No college degree",376,28,"Not Hispanic",8680,20220301142700,20220301142701,11439
2022,6,10,38,"Female","White","No college degree",712,40,"Not Hispanic",8192,20220301143200,20220301143201,11443
2022,6,10,33,"Female","White","College degree",832,40,"Not Hispanic",8680,20210301140800,20210301140801,11447
2022,6,10,26,"Male","Asian only","College degree",694,40,"Not Hispanic",7590,20210301140800,20210301140802,11447
2022,6,10,56,"Female","White","College degree",1200,40,"Not Hispanic",6070,20220301145400,20220301145401,11464
2022,6,10,40,"Male","White","College degree",720,38,"Not Hispanic",5790,20210301142900,20210301142901,11467
2022,6,10,38,"Female","White","College degree",1600,40,"Not Hispanic",8290,20210301143300,20210301143301,11471
2022,6,10,66,"Female","White","College degree",278,14,"Not Hispanic",7890,20220301151600,20220301151601,11516
2022,6,10,61,"Male","White","No college degree",1154,40,"Not Hispanic",4670,20210301149100,20210301149101,11521
2022,6,10,62,"Female","White","College degree",1154,40,"Not Hispanic",7860,20210301149100,20210301149102,11521
2022,6,10,33,"Female","White","No college degree",1058,40,"Not Hispanic",8680,20210301149200,20210301149202,11524
2022,6,10,41,"Male","Asian only","No college degree",554,40,"Not Hispanic",8680,20210301150400,20210301150401,11536
2022,6,10,39,"Female","Asian only","No college degree",554,40,"Not Hispanic",8680,20210301150400,20210301150402,11536
2022,6,10,34,"Female","Black","No college degree",962,40,"Not Hispanic",8170,20220301153700,20220301153701,11542
2022,6,10,77,"Male","White","College degree",286,12,"Not Hispanic",8180,20210301151600,20210301151601,11550
2022,6,10,65,"Female","White","No college degree",720,24,"Not Hispanic",8180,20210301151600,20210301151602,11550
2022,6,10,50,"Female","White","No college degree",1000,40,"Hispanic",3291,20210301153200,20210301153201,11564
2022,6,10,20,"Female","White","No college degree",640,40,"Hispanic",8470,20210301153200,20210301153202,11564
