client_zip,age,ethnicity,race,male,loc2,st_id,year
11216,19,Hispanic,White,1,bedford - nostrand avs g line,45,2016
11205,51,Non-Hispanic,Black,1,bedford - nostrand avs g line,45,2016
11217,24,Non-Hispanic,Black,1,bedford ave l station,44,2016
11221,26,Non-Hispanic,Black,1,bedford ave l station,44,2016
11216,24,Non-Hispanic,Black,1,bedford - nostrand avs g line,45,2016
11691,29,Non-Hispanic,Black,1,bedford - nostrand avs g line,45,2016
11212,28,Non-Hispanic,Black,1,bedford - nostrand avs g line,45,2016
,25,Non-Hispanic,Black,1,bedford - nostrand avs g line,45,2016
11235,28,Non-Hispanic,White,1,brighton beach b subway q subway,50,2016
10305,22,Non-Hispanic,Asian/Pacific Islander,1,bay ridge ave r subway,42,2016
11209,19,Non-Hispanic,White,1,bay ridge ave r subway,42,2016
11220,23,Non-Hispanic,White,1,bay ridge ave r subway,42,2016
11220,38,Non-Hispanic,White,1,bay parkway n line and 66th st,41,2016
11224,48,Non-Hispanic,White,1,bay parkway d subway,39,2016
11220,20,Hispanic,White,1,bay parkway n line and 66th st,41,2016
10027,25,Non-Hispanic,Black,0,church av b subway q subway,59,2016
11418,24,Non-Hispanic,Black,0,bay 50 st d subway,38,2016
11224,63,Hispanic,White,1,bay 50 st d subway,38,2016
11223,54,Hispanic,White,1,bay 50 st d subway,38,2016
11223,33,Hispanic,Black,1,bay 50 st d subway,38,2016
11224,19,Hispanic,Black,0,bay 50 st d subway,38,2016
11212,37,Non-Hispanic,Black,1,bay 50 st d subway,38,2016
11226,20,Non-Hispanic,Black,1,bay 50 st d subway,38,2016
11223,24,Non-Hispanic,Black,1,9 ave and new utrecht ave,24,2016
11229,34,Hispanic,White,1,9 ave and new utrecht ave,24,2016
10455,19,Non-Hispanic,Black,1,9 ave and new utrecht ave,24,2016
11213,0,Hispanic,White,1,bay 50 st d subway,38,2016
10035,45,Non-Hispanic,Black,1,eastern pkwy-brooklyn museum 2 subway 3 subway,76,2016
11223,38,Hispanic,White,1,1523 Avenue U,36,2016
10446,25,Non-Hispanic,Black,1,1523 Avenue U,36,2016
11223,22,Hispanic,White,1,avenue n f subway,32,2016
11230,33,Non-Hispanic,White,1,avenue h q subway,28,2016
11230,23,Non-Hispanic,Black,1,avenue j station q line,30,2016
11230,23,Non-Hispanic,Black,1,avenue h q subway,28,2016
11220,31,Hispanic,White,1,avenue j station q line,30,2016
11210,27,Non-Hispanic,Black,1,avenue j station q line,30,2016
11234,20,Non-Hispanic,Black,1,avenue j station q line,30,2016
10457,22,Hispanic,White,1,avenue j station q line,30,2016
11235,29,Non-Hispanic,White,1,avenue j station q line,30,2016
11229,18,Non-Hispanic,White,1,avenue h q subway,28,2016
11225,23,Hispanic,White,1,avenue h q subway,28,2016
11210,25,Non-Hispanic,Black,1,avenue h q subway,28,2016
11210,27,Non-Hispanic,Black,1,avenue h q subway,28,2016
11230,16,Hispanic,White,1,avenue h q subway,28,2016
11230,26,Non-Hispanic,Black,1,avenue h q subway,28,2016
11801,37,0,0,0,avenue h q subway,28,2016
11235,20,Non-Hispanic,White,1,avenue j station q line,30,2016
11226,53,Non-Hispanic,Black,1,avenue h q subway,28,2016
11234,34,Non-Hispanic,Black,1,avenue j station q line,30,2016
11212,27,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11233,40,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11233,37,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11220,17,Hispanic,White,0,atlantic ave barclays center station,27,2016
11221,20,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
11208,41,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11234,17,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
11212,20,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11299,26,Hispanic,White,1,atlantic ave l line,26,2016
11400,42,Hispanic,White,1,atlantic ave l line,26,2016
11233,32,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11210,54,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11756,39,Hispanic,White,1,atlantic ave barclays center station,27,2016
11212,46,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11207,53,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11233,33,Non-Hispanic,White,1,atlantic ave l line,26,2016
11235,31,Non-Hispanic,Black,1,atlantic ave l line,26,2016
10460,22,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
10028,62,0,0,0,atlantic ave l line,26,2016
11233,24,Non-Hispanic,Black,1,atlantic ave l line,26,2016
10035,16,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
11212,26,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
11701,25,Non-Hispanic,Black,1,atlantic ave barclays center station,27,2016
11238,19,Non-Hispanic,Black,0,atlantic ave barclays center station,27,2016
11212,20,Non-Hispanic,Black,1,atlantic ave l line,26,2016
,38,Non-Hispanic,Black,1,atlantic ave l line,26,2016
11224,19,Non-Hispanic,Black,1,coney island-stillwell ave,66,2016
11206,48,Non-Hispanic,Black,1,nostrand ave and fulton st a c station,131,2016
11207,37,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
7018,24,Hispanic,White,1,alabama av j subway,25,2016
10026,19,Non-Hispanic,Black,0,alabama av j subway,25,2016
11206,33,Non-Hispanic,Black,1,alabama av j subway,25,2016
11207,51,Non-Hispanic,Black,1,alabama av j subway,25,2016
11206,35,Hispanic,White,0,alabama av j subway,25,2016
11207,21,Non-Hispanic,Black,1,alabama av j subway,25,2016
11207,36,Hispanic,Black,1,alabama av j subway,25,2016
11208,55,Non-Hispanic,Black,1,rockaway ave c line,141,2016
11221,19,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11208,18,Non-Hispanic,Black,1,euclid av a subway a subway,77,2016
11218,38,Non-Hispanic,Black,1,jay st - metrotech,99,2016
10462,20,Hispanic,White,1,utica ave and fulton st,150,2016
11212,39,Non-Hispanic,Black,1,sutter av - rutland rd 3 line,148,2016
11206,23,Non-Hispanic,Black,1,4 av f subway g subway/9 st r subway,10,2016
10302,25,Non-Hispanic,Black,1,86 street r subway,23,2016
10306,27,Non-Hispanic,White,0,86 street r subway,23,2016
11209,21,Hispanic,White,1,86 street r subway,23,2016
11234,25,Non-Hispanic,White,1,20th ave and 86th st,5,2016
11210,17,Non-Hispanic,White,1,86 street r subway,23,2016
10314,20,Non-Hispanic,Black,1,86 street r subway,23,2016
11233,29,Non-Hispanic,Black,1,86 St and w 7th st n subway,22,2016
11214,16,Hispanic,White,1,18th av and 85th st,2,2016
11211,57,Non-Hispanic,Black,1,7 av f subway g subway,17,2016
11214,31,Non-Hispanic,Other,0,9 ave and new utrecht ave,24,2016
11209,33,Hispanic,White,1,71st st and new utrecht ave d subway,18,2016
11230,23,Hispanic,Black,1,71st st and new utrecht ave d subway,18,2016
11228,34,Non-Hispanic,White,1,71st st and new utrecht ave d subway,18,2016
11435,23,Hispanic,White,1,71st st and new utrecht ave d subway,18,2016
11214,21,Non-Hispanic,White,1,bay ridge ave r subway,42,2016
11206,27,Hispanic,White,1,new utrecht av n subway/62 st d subway,126,2016
10031,40,Hispanic,Other,1,new utrecht av n subway/62 st d subway,126,2016
11235,17,Non-Hispanic,Asian/Pacific Islander,1,new utrecht av n subway/62 st d subway,126,2016
,18,Non-Hispanic,White,1,new utrecht av n subway/62 st d subway,126,2016
11219,56,Hispanic,White,1,new utrecht av n subway/62 st d subway,126,2016
11207,27,Non-Hispanic,Black,1,new utrecht av n subway/62 st d subway,126,2016
11209,19,Non-Hispanic,White,0,86 street r subway,23,2016
11209,35,Non-Hispanic,White,0,59 st n subway r subway,15,2016
11220,28,Hispanic,White,0,59 st n subway r subway,15,2016
10400,44,Hispanic,White,1,59 st n subway r subway,15,2016
11220,18,Hispanic,White,1,59 st n subway r subway,15,2016
11209,45,Hispanic,White,1,59 st n subway r subway,15,2016
11203,22,Hispanic,White,1,59 st n subway r subway,15,2016
11209,24,Non-Hispanic,Other,1,59 st n subway r subway,15,2016
11226,20,Hispanic,Black,1,59 st n subway r subway,15,2016
11200,40,Hispanic,White,1,59 st n subway r subway,15,2016
,39,Hispanic,White,1,53 st r subway,13,2016
11207,54,Hispanic,White,1,53 st r subway,13,2016
11212,48,Non-Hispanic,White,1,53 st r subway,13,2016
11233,43,Non-Hispanic,Black,1,53 st r subway,13,2016
10009,28,Non-Hispanic,Black,1,53 st r subway,13,2016
11232,30,Hispanic,Black,1,53 st r subway,13,2016
11220,21,Hispanic,White,1,53 st r subway,13,2016
,27,0,0,0,53 st r subway,13,2016
11204,18,Other,Unknown,1,53 st r subway,13,2016
11220,35,Hispanic,White,1,53 st r subway,13,2016
11223,28,Hispanic,White,1,53 st r subway,13,2016
10453,18,Hispanic,White,1,53 st r subway,13,2016
11233,23,Non-Hispanic,Black,1,union st r subway,149,2016
11228,22,Non-Hispanic,Asian/Pacific Islander,1,59 st n subway r subway,15,2016
11234,44,Hispanic,White,1,atlantic ave barclays center station,27,2016
11214,30,Hispanic,Other,1,4 av f subway g subway/9 st r subway,10,2016
11220,17,Hispanic,White,1,53 st r subway,13,2016
11221,31,Non-Hispanic,Black,1,53 st r subway,13,2016
11220,52,Hispanic,White,1,45 st r subway,11,2016
11212,26,Non-Hispanic,Black,0,flushing ave g line station,79,2016
11209,21,Hispanic,Other,1,86 street r subway,23,2016
11220,22,Non-Hispanic,Black,0,53 st r subway,13,2016
10456,17,Hispanic,Black,1,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
11220,52,Hispanic,White,1,36 st d subway n subway r subway,9,2016
11414,40,Non-Hispanic,Black,1,36 st d subway n subway r subway,9,2016
11220,34,Non-Hispanic,White,1,36 st d subway n subway r subway,9,2016
11212,23,Non-Hispanic,Black,1,36 st d subway n subway r subway,9,2016
11215,47,Hispanic,White,1,36 st d subway n subway r subway,9,2016
10456,19,Non-Hispanic,Black,1,36 st d subway n subway r subway,9,2016
11232,36,Hispanic,White,0,36 st d subway n subway r subway,9,2016
11203,20,Non-Hispanic,Black,1,36 st d subway n subway r subway,9,2016
11213,17,Non-Hispanic,Black,1,36 st d subway n subway r subway,9,2016
11213,17,Non-Hispanic,Black,1,utica ave and eastern parkway,70,2016
11216,27,Non-Hispanic,Black,1,utica ave and eastern parkway,70,2016
11212,16,Non-Hispanic,Black,1,saratoga ave 3 line,142,2016
11236,35,Non-Hispanic,Black,1,saratoga ave 3 line,142,2016
11212,31,Non-Hispanic,Black,1,rockaway ave 3 line,140,2016
11207,32,Non-Hispanic,Black,1,rockaway ave 3 line,140,2016
11236,32,Non-Hispanic,Black,1,junius st 3 line,101,2016
11101,20,Non-Hispanic,Black,1,utica ave and eastern parkway,70,2016
11236,20,Non-Hispanic,Black,1,utica ave and eastern parkway,70,2016
11223,29,Non-Hispanic,White,1,25 st r subway,8,2016
,19,Hispanic,White,1,25 st r subway,8,2016
11232,37,Hispanic,White,1,36 st d subway n subway r subway,9,2016
11215,52,Hispanic,White,1,25 st r subway,8,2016
11226,26,0,0,0,25 st r subway,8,2016
11207,21,Non-Hispanic,Black,1,25th av d line subway,7,2016
11214,22,Hispanic,White,1,9 ave and new utrecht ave,24,2016
11214,36,Non-Hispanic,White,1,20th ave and 86th st,5,2016
11214,45,Non-Hispanic,White,1,20th ave and 86th st,5,2016
11221,24,Hispanic,White,1,20th ave and 86th st,5,2016
11210,25,Non-Hispanic,Black,1,winthrop street station 2 5 line,156,2016
11201,39,Non-Hispanic,Black,0,jay st - metrotech,99,2016
10394,18,Non-Hispanic,Black,1,9 ave and new utrecht ave,24,2016
11219,29,Hispanic,Black,1,18th av and 85th st,2,2016
11212,22,Non-Hispanic,Black,1,crescent st j z line,69,2016
11215,21,Hispanic,White,1,eastern pkwy-brooklyn museum 2 subway 3 subway,76,2016
11236,18,Non-Hispanic,Black,1,e. 105 st l line,75,2016
11236,33,Non-Hispanic,Black,1,e. 105 st l line,75,2016
,37,Hispanic,Other,1,metropolitan and lorimer g l station,113,2016
,,,,,15 st prospect park f g line,1,2016
,,,,,4 av f subway g subway/9 st r subway,10,2016
,,,,,jefferson st l line station,100,2016
,,,,,junius st 3 line,101,2016
,,,,,kings highway b q line,102,2016
,,,,,"mcdonald ave and billings pl, brooklyn",103,2016
,,,,,eastern parkway and kingston ave station,105,2016
,,,,,kingston - throop avs,106,2016
,,,,,knickerbocker av and myrtle av station,107,2016
,,,,,kosciuszko st j subway,108,2016
,,,,,lafayette av c subway,109,2016
,,,,,45 st r subway,11,2016
,,,,,liberty av c line station,110,2016
,,,,,livonia ave l line,111,2016
,,,,,broadway and lorimer st j m station,112,2016
,,,,,metropolitan and lorimer g l station,113,2016
,,,,,marcy ave j m z line,114,2016
,,,,,montrose av l subway,115,2016
,,,,,morgan ave l station,116,2016
,,,,,myrtle av and broadway station,117,2016
,,,,,myrtle - willoughby avs g line,118,2016
,,,,,myrtle - wyckoff avs station,119,2016
,,,,,50th st d line subway,12,2016
,,,,,nassau ave g line,120,2016
,,,,,neck rd q subway,121,2016
,,,,,neptune av f subway,122,2016
,,,,,nevins st 2 3 4 5 lines,123,2016
,,,,,747 new lots ave,124,2016
,,,,,new lots ave l line,125,2016
,,,,,new utrecht av n subway/62 st d subway,126,2016
,,,,,newkirk ave 2 5 station,127,2016
,,,,,newkirk plaza b q line,128,2016
,,,,,norwood ave j z line,129,2016
,,,,,53 st r subway,13,2016
,,,,,nostrand ave 3 line,130,2016
,,,,,nostrand ave and fulton st a c station,131,2016
,,,,,ocean pkwy q station,132,2016
,,,,,park pl s subway,133,2016
,,,,,parkside av station,134,2016
,,,,,pennsylvania ave 3 line station,135,2016
,,,,,president st 2 5 line,136,2016
,,,,,prospect ave and 4th ave,137,2016
,,,,,prospect park subway station b q s lines,138,2016
,,,,,fulton st and ralph ave,139,2016
,,,,,55th st d line subway,14,2016
,,,,,rockaway ave 3 line,140,2016
,,,,,rockaway ave c line,141,2016
,,,,,saratoga ave 3 line,142,2016
,,,,,sheepshead bay b q line,143,2016
,,,,,shepherd ave c line,144,2016
,,,,,smith-9 sts f subway g subway,145,2016
,,,,,sterling street station 2 5 line,146,2016
,,,,,sutter avenue station l line,147,2016
,,,,,sutter av - rutland rd 3 line,148,2016
,,,,,union st r subway,149,2016
,,,,,59 st n subway r subway,15,2016
,,,,,utica ave and fulton st,150,2016
,,,,,van siclen av 3 line,151,2016
,,,,,van siclen av a c station,152,2016
,,,,,van siclen av j z station,153,2016
,,,,,w 8 st - ny aquarium,154,2016
,,,,,wilson av l subway,155,2016
,,,,,winthrop street station 2 5 line,156,2016
,,,,,york st f subway,157,2016
,,,,,park pl and flatbush ave,16,2016
,,,,,7 av f subway g subway,17,2016
,,,,,71st st and new utrecht ave d subway,18,2016
,,,,,77 st r subway,19,2016
,,,,,18th av and 85th st,2,2016
,,,,,79 st d line subway,20,2016
,,,,,86 St and w 7th st n subway,22,2016
,,,,,86 street r subway,23,2016
,,,,,9 ave and new utrecht ave,24,2016
,,,,,alabama av j subway,25,2016
,,,,,atlantic ave l line,26,2016
,,,,,atlantic ave barclays center station,27,2016
,,,,,avenue h q subway,28,2016
,,,,,mcdonald avenue & avenue i,29,2016
,,,,,webster ave and mcdonald ave,3,2016
,,,,,avenue j station q line,30,2016
,,,,,avenue m subway,31,2016
,,,,,avenue n f subway,32,2016
,,,,,avenue p and mcdonald ave f subway,33,2016
,,,,,2306 McDonald Ave,34,2016
,,,,,avenue u n subway station,35,2016
,,,,,1523 Avenue U,36,2016
,,,,,avenue x f subway,37,2016
,,,,,bay 50 st d subway,38,2016
,,,,,bay parkway d subway,39,2016
,,,,,18th ave and 64th st,4,2016
,,,,,bay parkway and mcdonald ave f subway,40,2016
,,,,,1778 w 7th st,104,2016
,,,,,bay parkway n line and 66th st,41,2016
,,,,,bay ridge ave r subway,42,2016
,,,,,bay ridge-95 st r subway,43,2016
,,,,,bedford ave l station,44,2016
,,,,,bedford - nostrand avs g line,45,2016
,,,,,bergen st 2 subway 3 subway,46,2016
,,,,,bergen st f subway g subway,47,2016
,,,,,beverley rd q subway,48,2016
,,,,,beverly rd 2 subway 5 subway,49,2016
,,,,,20th ave and 86th st,5,2016
,,,,,brighton beach b subway q subway,50,2016
,,,,,broadway g subway,51,2016
,,,,,broadway junction station,52,2016
,,,,,bushwick av-aberdeen st l subway,53,2016
,,,,,canarsie rockaway pkwy,54,2016
,,,,,carroll st f subway g subway,55,2016
,,,,,central av and myrtle av station,56,2016
,,,,,chauncey st j subway z subway,57,2016
,,,,,church ave and nostrand ave,58,2016
,,,,,church av b subway q subway,59,2016
,,,,,20th ave and 64th st,6,2016
,,,,,church av f subway g subway,60,2016
,,,,,clark st 2 subway 3 subway,61,2016
,,,,,classon av g subway,62,2016
,,,,,cleveland st j subway,63,2016
,,,,,clinton - washington avs station,64,2016
,,,,,clinton ave and lafayette ave,65,2016
,,,,,coney island-stillwell ave,66,2016
,,,,,cortelyou rd q subway,67,2016
,,,,,court st r subway/borough hall 2 subway 3 subway 4 subway 5 subway,68,2016
,,,,,crescent st j z line,69,2016
,,,,,25th av d line subway,7,2016
,,,,,utica ave and eastern parkway,70,2016
,,,,,cypress hills j subway,71,2016
,,,,,dekalb ave b q r line,72,2016
,,,,,dekalb l station,73,2016
,,,,,ditmas av f subway,74,2016
,,,,,e. 105 st l line,75,2016
,,,,,eastern pkwy-brooklyn museum 2 subway 3 subway,76,2016
,,,,,euclid av a subway a subway,77,2016
,,,,,flatbush av-brooklyn college station,78,2016
,,,,,flushing ave g line station,79,2016
,,,,,25 st r subway,8,2016
,,,,,flushing ave j line m line station,80,2016
,,,,,fort hamilton pkwy d line,81,2016
,,,,,fort hamilton parkway f subway g subway,82,2016
,,,,,8 avenue n subway line,21,2016
,,,,,fort hamilton pkwy n line,83,2016
,,,,,franklin ave and eastern parkway,84,2016
,,,,,franklin ave c subway s subway,85,2016
,,,,,fulton st g subway,86,2016
,,,,,gates av j subway z subway,87,2016
,,,,,graham ave l line,88,2016
,,,,,grand army plaza 2 subway 3 subway,89,2016
,,,,,36 st d subway n subway r subway,9,2016
,,,,,grand st and bushwick ave,90,2016
,,,,,grant ave a line,91,2016
,,,,,greenpoint av g subway,92,2016
,,,,,halsey street j subway,93,2016
,,,,,halsey st and wyckoff ave station,94,2016
,,,,,hewes st j subway m subway,95,2016
,,,,,high street - brooklyn bridge station,96,2016
,,,,,hoyt st 2 3,97,2016
,,,,,hoyt-schermerhorn a c g line,98,2016
,,,,,jay st - metrotech,99,2016
