country,Indicator.Name,year,healthexp
North America,Current health expenditure per capita (current US$),2005,6140.030168
Namibia,Current health expenditure per capita (current US$),2005,368.2302856
New Caledonia,Current health expenditure per capita (current US$),2005,NA
Niger,Current health expenditure per capita (current US$),2005,20.27990723
Nigeria,Current health expenditure per capita (current US$),2005,54.5287056
Nicaragua,Current health expenditure per capita (current US$),2005,71.39994049
Netherlands,Current health expenditure per capita (current US$),2005,3821.959473
Norway,Current health expenditure per capita (current US$),2005,5584.689453
Nepal,Current health expenditure per capita (current US$),2005,14.51614571
Nauru,Current health expenditure per capita (current US$),2005,326.8139343
New Zealand,Current health expenditure per capita (current US$),2005,2295.177979
OECD members,Current health expenditure per capita (current US$),2005,3155.681009
Oman,Current health expenditure per capita (current US$),2005,320.2098999
Other small states,Current health expenditure per capita (current US$),2005,391.6799688
Pakistan,Current health expenditure per capita (current US$),2005,20.70999146
Panama,Current health expenditure per capita (current US$),2005,304.6506348
Peru,Current health expenditure per capita (current US$),2005,123.3025513
Philippines,Current health expenditure per capita (current US$),2005,46.59819412
Palau,Current health expenditure per capita (current US$),2005,868.2850342
Papua New Guinea,Current health expenditure per capita (current US$),2005,28.46042633
Poland,Current health expenditure per capita (current US$),2005,465.7001953
Pre-demographic dividend,Current health expenditure per capita (current US$),2005,35.65394616
Puerto Rico,Current health expenditure per capita (current US$),2005,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2005,NA
Portugal,Current health expenditure per capita (current US$),2005,1773.479126
Paraguay,Current health expenditure per capita (current US$),2005,75.647789
West Bank and Gaza,Current health expenditure per capita (current US$),2005,NA
Pacific island small states,Current health expenditure per capita (current US$),2005,149.0588149
Post-demographic dividend,Current health expenditure per capita (current US$),2005,3654.02311
French Polynesia,Current health expenditure per capita (current US$),2005,NA
Qatar,Current health expenditure per capita (current US$),2005,1322.78479
Romania,Current health expenditure per capita (current US$),2005,254.5296173
Russian Federation,Current health expenditure per capita (current US$),2005,271.9867249
Rwanda,Current health expenditure per capita (current US$),2005,25.19824219
South Asia,Current health expenditure per capita (current US$),2005,25.66899352
Saudi Arabia,Current health expenditure per capita (current US$),2005,469.3562012
Sudan,Current health expenditure per capita (current US$),2005,46.59827042
Senegal,Current health expenditure per capita (current US$),2005,35.94121552
Singapore,Current health expenditure per capita (current US$),2005,863.3361816
Solomon Islands,Current health expenditure per capita (current US$),2005,92.69966888
Sierra Leone,Current health expenditure per capita (current US$),2005,32.19964981
El Salvador,Current health expenditure per capita (current US$),2005,205.6842041
San Marino,Current health expenditure per capita (current US$),2005,3012.349609
Somalia,Current health expenditure per capita (current US$),2005,NA
Serbia,Current health expenditure per capita (current US$),2005,307.5655823
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2005,55.50985152
South Sudan,Current health expenditure per capita (current US$),2005,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2005,55.8017121
Small states,Current health expenditure per capita (current US$),2005,367.0870241
Sao Tome and Principe,Current health expenditure per capita (current US$),2005,92.61803436
Suriname,Current health expenditure per capita (current US$),2005,251.5494843
Slovak Republic,Current health expenditure per capita (current US$),2005,601.3132324
Slovenia,Current health expenditure per capita (current US$),2005,1449.189209
Sweden,Current health expenditure per capita (current US$),2005,3573.54541
Eswatini,Current health expenditure per capita (current US$),2005,211.9854126
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2005,NA
Seychelles,Current health expenditure per capita (current US$),2005,515.4780273
Syrian Arab Republic,Current health expenditure per capita (current US$),2005,63.79108429
Turks and Caicos Islands,Current health expenditure per capita (current US$),2005,NA
Chad,Current health expenditure per capita (current US$),2005,32.07445908
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2005,64.6225397
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2005,256.6200265
Togo,Current health expenditure per capita (current US$),2005,15.9251976
Thailand,Current health expenditure per capita (current US$),2005,91.43128967
Tajikistan,Current health expenditure per capita (current US$),2005,17.56365013
Turkmenistan,Current health expenditure per capita (current US$),2005,345.1430969
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2005,333.3903835
Timor-Leste,Current health expenditure per capita (current US$),2005,23.76624298
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2005,108.2359427
Tonga,Current health expenditure per capita (current US$),2005,116.6062546
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2005,25.66899352
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2005,55.8017121
Trinidad and Tobago,Current health expenditure per capita (current US$),2005,552.8843994
Tunisia,Current health expenditure per capita (current US$),2005,172.4176178
Turkey,Current health expenditure per capita (current US$),2005,364.9083862
Tuvalu,Current health expenditure per capita (current US$),2005,242.233017
Tanzania,Current health expenditure per capita (current US$),2005,27.55261993
Uganda,Current health expenditure per capita (current US$),2005,38.23343658
Ukraine,Current health expenditure per capita (current US$),2005,116.3277206
Upper middle income,Current health expenditure per capita (current US$),2005,154.7487076
Uruguay,Current health expenditure per capita (current US$),2005,439.9475098
United States,Current health expenditure per capita (current US$),2005,6451.770508
Uzbekistan,Current health expenditure per capita (current US$),2005,27.17732811
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2005,204.3664703
"Venezuela, RB",Current health expenditure per capita (current US$),2005,328.9622803
British Virgin Islands,Current health expenditure per capita (current US$),2005,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2005,NA
Vietnam,Current health expenditure per capita (current US$),2005,34.83954239
Vanuatu,Current health expenditure per capita (current US$),2005,62.35200119
World,Current health expenditure per capita (current US$),2005,680.1941387
Samoa,Current health expenditure per capita (current US$),2005,126.1756744
Kosovo,Current health expenditure per capita (current US$),2005,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2005,42.37379074
South Africa,Current health expenditure per capita (current US$),2005,354.062439
Zambia,Current health expenditure per capita (current US$),2005,47.44694138
Zimbabwe,Current health expenditure per capita (current US$),2005,NA
Aruba,Current health expenditure per capita (current US$),2006,NA
Afghanistan,Current health expenditure per capita (current US$),2006,28.41666222
Angola,Current health expenditure per capita (current US$),2006,69.42469788
Albania,Current health expenditure per capita (current US$),2006,NA
Andorra,Current health expenditure per capita (current US$),2006,3689.705566
Arab World,Current health expenditure per capita (current US$),2006,160.5603803
United Arab Emirates,Current health expenditure per capita (current US$),2006,985.3295288
Argentina,Current health expenditure per capita (current US$),2006,447.3611755
Armenia,Current health expenditure per capita (current US$),2006,126.2447052
American Samoa,Current health expenditure per capita (current US$),2006,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2006,598.2730713
Australia,Current health expenditure per capita (current US$),2006,3177.460693
Austria,Current health expenditure per capita (current US$),2006,3879.533203
Azerbaijan,Current health expenditure per capita (current US$),2006,140.06987
Burundi,Current health expenditure per capita (current US$),2006,16.49478531
Belgium,Current health expenditure per capita (current US$),2006,3474.425781
Benin,Current health expenditure per capita (current US$),2006,25.40396118
Burkina Faso,Current health expenditure per capita (current US$),2006,21.35472298
Bangladesh,Current health expenditure per capita (current US$),2006,11.95842457
Bulgaria,Current health expenditure per capita (current US$),2006,294.1089172
Bahrain,Current health expenditure per capita (current US$),2006,591.3137817
"Bahamas, The",Current health expenditure per capita (current US$),2006,1631.438477
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2006,302.3844299
Belarus,Current health expenditure per capita (current US$),2006,222.4716187
Belize,Current health expenditure per capita (current US$),2006,192.7100983
Bermuda,Current health expenditure per capita (current US$),2006,NA
Bolivia,Current health expenditure per capita (current US$),2006,57.49631119
Brazil,Current health expenditure per capita (current US$),2006,483.4282837
Barbados,Current health expenditure per capita (current US$),2006,1009.486877
Brunei Darussalam,Current health expenditure per capita (current US$),2006,654.7131958
Bhutan,Current health expenditure per capita (current US$),2006,54.09716415
Botswana,Current health expenditure per capita (current US$),2006,256.8435364
Central African Republic,Current health expenditure per capita (current US$),2006,15.5045433
Canada,Current health expenditure per capita (current US$),2006,3767.274902
Central Europe and the Baltics,Current health expenditure per capita (current US$),2006,580.0235531
Switzerland,Current health expenditure per capita (current US$),2006,5900.513672
Channel Islands,Current health expenditure per capita (current US$),2006,NA
Chile,Current health expenditure per capita (current US$),2006,572.4163818
China,Current health expenditure per capita (current US$),2006,81.79035187
Cote d'Ivoire,Current health expenditure per capita (current US$),2006,54.7964859
Cameroon,Current health expenditure per capita (current US$),2006,44.36484909
"Congo, Dem. Rep.",Current health expenditure per capita (current US$),2006,11.26686859
"Congo, Rep.",Current health expenditure per capita (current US$),2006,35.86383438
Colombia,Current health expenditure per capita (current US$),2006,233.5850525
Comoros,Current health expenditure per capita (current US$),2006,62.43795013
Cabo Verde,Current health expenditure per capita (current US$),2006,115.4680939
Costa Rica,Current health expenditure per capita (current US$),2006,365.5856323
Caribbean small states,Current health expenditure per capita (current US$),2006,390.6551283
Cuba,Current health expenditure per capita (current US$),2006,386.2203369
Curacao,Current health expenditure per capita (current US$),2006,NA
Cayman Islands,Current health expenditure per capita (current US$),2006,NA
Cyprus,Current health expenditure per capita (current US$),2006,1474.02063
Czech Republic,Current health expenditure per capita (current US$),2006,942.118042
Germany,Current health expenditure per capita (current US$),2006,3684.42627
Djibouti,Current health expenditure per capita (current US$),2006,47.2321701
Dominica,Current health expenditure per capita (current US$),2006,288.0628662
Denmark,Current health expenditure per capita (current US$),2006,4778.891602
Dominican Republic,Current health expenditure per capita (current US$),2006,161.4273071
Algeria,Current health expenditure per capita (current US$),2006,116.2412338
East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),2006,74.19857062
Early-demographic dividend,Current health expenditure per capita (current US$),2006,97.81926311
East Asia & Pacific,Current health expenditure per capita (current US$),2006,298.2192397
Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),2006,281.2547709
Europe & Central Asia,Current health expenditure per capita (current US$),2006,1750.401698
Ecuador,Current health expenditure per capita (current US$),2006,190.5664978
"Egypt, Arab Rep.",Current health expenditure per capita (current US$),2006,70.18094635
Euro area,Current health expenditure per capita (current US$),2006,3135.292435
Eritrea,Current health expenditure per capita (current US$),2006,15.80758476
Spain,Current health expenditure per capita (current US$),2006,2227.942139
Estonia,Current health expenditure per capita (current US$),2006,600.5078735
Ethiopia,Current health expenditure per capita (current US$),2006,8.622084618
European Union,Current health expenditure per capita (current US$),2006,2628.111412
Fragile and conflict affected situations,Current health expenditure per capita (current US$),2006,74.10241371
Finland,Current health expenditure per capita (current US$),2006,3286.428955
Fiji,Current health expenditure per capita (current US$),2006,136.0088348
France,Current health expenditure per capita (current US$),2006,3812.535889
Faroe Islands,Current health expenditure per capita (current US$),2006,NA
"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),2006,257.138916
Gabon,Current health expenditure per capita (current US$),2006,221.0298767
United Kingdom,Current health expenditure per capita (current US$),2006,3251.677734
Georgia,Current health expenditure per capita (current US$),2006,136.9098511
Ghana,Current health expenditure per capita (current US$),2006,49.56288528
Gibraltar,Current health expenditure per capita (current US$),2006,NA
Guinea,Current health expenditure per capita (current US$),2006,12.58699799
"Gambia, The",Current health expenditure per capita (current US$),2006,24.01049423
Guinea-Bissau,Current health expenditure per capita (current US$),2006,30.459598540000002
Equatorial Guinea,Current health expenditure per capita (current US$),2006,193.35112
Greece,Current health expenditure per capita (current US$),2006,2063.880371
Grenada,Current health expenditure per capita (current US$),2006,408.2746887
Greenland,Current health expenditure per capita (current US$),2006,NA
Guatemala,Current health expenditure per capita (current US$),2006,148.713913
Guam,Current health expenditure per capita (current US$),2006,NA
Guyana,Current health expenditure per capita (current US$),2006,97.68846893
High income,Current health expenditure per capita (current US$),2006,3701.289929
"Hong Kong SAR, China",Current health expenditure per capita (current US$),2006,NA
Honduras,Current health expenditure per capita (current US$),2006,117.0001221
Heavily indebted poor countries (HIPC),Current health expenditure per capita (current US$),2006,31.39547559
Croatia,Current health expenditure per capita (current US$),2006,816.0170288
Haiti,Current health expenditure per capita (current US$),2006,28.52183342
Hungary,Current health expenditure per capita (current US$),2006,893.2030029
IBRD only,Current health expenditure per capita (current US$),2006,135.7537396
IDA & IBRD total,Current health expenditure per capita (current US$),2006,112.8661678
IDA total,Current health expenditure per capita (current US$),2006,32.56194986
IDA blend,Current health expenditure per capita (current US$),2006,43.90013851
Indonesia,Current health expenditure per capita (current US$),2006,46.09786987
IDA only,Current health expenditure per capita (current US$),2006,26.92886544
Isle of Man,Current health expenditure per capita (current US$),2006,NA
India,Current health expenditure per capita (current US$),2006,29.65160179
Not classified,Current health expenditure per capita (current US$),2006,NA
Ireland,Current health expenditure per capita (current US$),2006,4143.44873
"Iran, Islamic Rep.",Current health expenditure per capita (current US$),2006,197.9138489
Iraq,Current health expenditure per capita (current US$),2006,56.67925262
Iceland,Current health expenditure per capita (current US$),2006,5071.734375
Israel,Current health expenditure per capita (current US$),2006,1576.017212
Italy,Current health expenditure per capita (current US$),2006,2830.181885
Jamaica,Current health expenditure per capita (current US$),2006,193.5884094
Jordan,Current health expenditure per capita (current US$),2006,204.4032135
Japan,Current health expenditure per capita (current US$),2006,2754.157471
Kazakhstan,Current health expenditure per capita (current US$),2006,175.4342041
Kenya,Current health expenditure per capita (current US$),2006,40.93828964
Kyrgyz Republic,Current health expenditure per capita (current US$),2006,45.94963074
Cambodia,Current health expenditure per capita (current US$),2006,33.02983475
Kiribati,Current health expenditure per capita (current US$),2006,135.0247955
St. Kitts and Nevis,Current health expenditure per capita (current US$),2006,652.4373169
"Korea, Rep.",Current health expenditure per capita (current US$),2006,1071.94751
Kuwait,Current health expenditure per capita (current US$),2006,962.5648193
Latin America & Caribbean (excluding high income),Current health expenditure per capita (current US$),2006,389.904801
Lao PDR,Current health expenditure per capita (current US$),2006,19.58856201
Lebanon,Current health expenditure per capita (current US$),2006,470.0803833
Liberia,Current health expenditure per capita (current US$),2006,24.4736805
Libya,Current health expenditure per capita (current US$),2006,235.0012665
St. Lucia,Current health expenditure per capita (current US$),2006,392.8503723
Latin America & Caribbean,Current health expenditure per capita (current US$),2006,397.1953897
Least developed countries: UN classification,Current health expenditure per capita (current US$),2006,23.98658233
Low income,Current health expenditure per capita (current US$),2006,27.04056378
Liechtenstein,Current health expenditure per capita (current US$),2006,NA
Sri Lanka,Current health expenditure per capita (current US$),2006,65.48428345
Lower middle income,Current health expenditure per capita (current US$),2006,40.77005376
Low & middle income,Current health expenditure per capita (current US$),2006,107.3182263
Lesotho,Current health expenditure per capita (current US$),2006,49.15748215
Late-demographic dividend,Current health expenditure per capita (current US$),2006,176.5080376
Lithuania,Current health expenditure per capita (current US$),2006,536.057373
Luxembourg,Current health expenditure per capita (current US$),2006,6065.344238
Latvia,Current health expenditure per capita (current US$),2006,552.3015747
"Macao SAR, China",Current health expenditure per capita (current US$),2006,NA
St. Martin (French part),Current health expenditure per capita (current US$),2006,NA
Morocco,Current health expenditure per capita (current US$),2006,109.8731613
Monaco,Current health expenditure per capita (current US$),2006,2689.532959
Moldova,Current health expenditure per capita (current US$),2006,100.1081467
Madagascar,Current health expenditure per capita (current US$),2006,17.19776154
Maldives,Current health expenditure per capita (current US$),2006,387.260498
Middle East & North Africa,Current health expenditure per capita (current US$),2006,207.52421
Mexico,Current health expenditure per capita (current US$),2006,501.0375671
Marshall Islands,Current health expenditure per capita (current US$),2006,606.0843506
Middle income,Current health expenditure per capita (current US$),2006,114.3434686
North Macedonia,Current health expenditure per capita (current US$),2006,245.6690521
Mali,Current health expenditure per capita (current US$),2006,27.73098946
Malta,Current health expenditure per capita (current US$),2006,1474.484497
Myanmar,Current health expenditure per capita (current US$),2006,6.321706772
Middle East & North Africa (excluding high income),Current health expenditure per capita (current US$),2006,121.4063123
Montenegro,Current health expenditure per capita (current US$),2006,NA
Mongolia,Current health expenditure per capita (current US$),2006,50.045646669999996
Northern Mariana Islands,Current health expenditure per capita (current US$),2006,NA
Mozambique,Current health expenditure per capita (current US$),2006,23.34869576
Mauritania,Current health expenditure per capita (current US$),2006,32.89576721
Mauritius,Current health expenditure per capita (current US$),2006,209.1470184
Malawi,Current health expenditure per capita (current US$),2006,20.59085464
Malaysia,Current health expenditure per capita (current US$),2006,203.8542175
North America,Current health expenditure per capita (current US$),2006,6519.344163
Namibia,Current health expenditure per capita (current US$),2006,397.471283
New Caledonia,Current health expenditure per capita (current US$),2006,NA
Niger,Current health expenditure per capita (current US$),2006,21.36328888
Nigeria,Current health expenditure per capita (current US$),2006,66.51444244
Nicaragua,Current health expenditure per capita (current US$),2006,75.02420044
Netherlands,Current health expenditure per capita (current US$),2006,4076.595703
Norway,Current health expenditure per capita (current US$),2006,5892.987305
Nepal,Current health expenditure per capita (current US$),2006,14.00998497
Nauru,Current health expenditure per capita (current US$),2006,362.1102905
New Zealand,Current health expenditure per capita (current US$),2006,2301.875977
OECD members,Current health expenditure per capita (current US$),2006,3322.385006
Oman,Current health expenditure per capita (current US$),2006,332.9471741
Other small states,Current health expenditure per capita (current US$),2006,416.3988509
Pakistan,Current health expenditure per capita (current US$),2006,26.09496307
Panama,Current health expenditure per capita (current US$),2006,350.4006653
Peru,Current health expenditure per capita (current US$),2006,141.9859619
Philippines,Current health expenditure per capita (current US$),2006,54.91727829
Palau,Current health expenditure per capita (current US$),2006,912.8586426
Papua New Guinea,Current health expenditure per capita (current US$),2006,31.3267231
Poland,Current health expenditure per capita (current US$),2006,524.0974731
Pre-demographic dividend,Current health expenditure per capita (current US$),2006,42.67505597
Puerto Rico,Current health expenditure per capita (current US$),2006,NA
"Korea, Dem. Peopleâ€™s Rep.",Current health expenditure per capita (current US$),2006,NA
Portugal,Current health expenditure per capita (current US$),2006,1812.602417
Paraguay,Current health expenditure per capita (current US$),2006,96.63381958
West Bank and Gaza,Current health expenditure per capita (current US$),2006,NA
Pacific island small states,Current health expenditure per capita (current US$),2006,147.6302044
Post-demographic dividend,Current health expenditure per capita (current US$),2006,3850.560666
French Polynesia,Current health expenditure per capita (current US$),2006,NA
Qatar,Current health expenditure per capita (current US$),2006,1327.681519
Romania,Current health expenditure per capita (current US$),2006,291.0040894
Russian Federation,Current health expenditure per capita (current US$),2006,352.7495422
Rwanda,Current health expenditure per capita (current US$),2006,31.0561142
South Asia,Current health expenditure per capita (current US$),2006,27.91661878
Saudi Arabia,Current health expenditure per capita (current US$),2006,554.2558594
Sudan,Current health expenditure per capita (current US$),2006,69.96349335
Senegal,Current health expenditure per capita (current US$),2006,38.05958176
Singapore,Current health expenditure per capita (current US$),2006,945.7785034
Solomon Islands,Current health expenditure per capita (current US$),2006,90.78744507
Sierra Leone,Current health expenditure per capita (current US$),2006,33.50392151
El Salvador,Current health expenditure per capita (current US$),2006,209.3209076
San Marino,Current health expenditure per capita (current US$),2006,3218.154053
Somalia,Current health expenditure per capita (current US$),2006,NA
Serbia,Current health expenditure per capita (current US$),2006,371.557312
Sub-Saharan Africa (excluding high income),Current health expenditure per capita (current US$),2006,62.05515777
South Sudan,Current health expenditure per capita (current US$),2006,NA
Sub-Saharan Africa,Current health expenditure per capita (current US$),2006,62.35048764
Small states,Current health expenditure per capita (current US$),2006,393.1181529
Sao Tome and Principe,Current health expenditure per capita (current US$),2006,69.30302429
Suriname,Current health expenditure per capita (current US$),2006,326.5523682
Slovak Republic,Current health expenditure per capita (current US$),2006,729.0132446
Slovenia,Current health expenditure per capita (current US$),2006,1541.664307
Sweden,Current health expenditure per capita (current US$),2006,3788.660889
Eswatini,Current health expenditure per capita (current US$),2006,229.860321
Sint Maarten (Dutch part),Current health expenditure per capita (current US$),2006,NA
Seychelles,Current health expenditure per capita (current US$),2006,530.3119507
Syrian Arab Republic,Current health expenditure per capita (current US$),2006,66.12520599
Turks and Caicos Islands,Current health expenditure per capita (current US$),2006,NA
Chad,Current health expenditure per capita (current US$),2006,34.75975418
East Asia & Pacific (IDA & IBRD countries),Current health expenditure per capita (current US$),2006,74.20876096
Europe & Central Asia (IDA & IBRD countries),Current health expenditure per capita (current US$),2006,308.6602136
Togo,Current health expenditure per capita (current US$),2006,16.736866
Thailand,Current health expenditure per capita (current US$),2006,104.4275513
Tajikistan,Current health expenditure per capita (current US$),2006,20.20809555
Turkmenistan,Current health expenditure per capita (current US$),2006,374.1834106
Latin America & the Caribbean (IDA & IBRD countries),Current health expenditure per capita (current US$),2006,396.3640126
Timor-Leste,Current health expenditure per capita (current US$),2006,25.98528671
Middle East & North Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2006,121.4063123
Tonga,Current health expenditure per capita (current US$),2006,159.3274994
South Asia (IDA & IBRD),Current health expenditure per capita (current US$),2006,27.91661878
Sub-Saharan Africa (IDA & IBRD countries),Current health expenditure per capita (current US$),2006,62.35048764
Trinidad and Tobago,Current health expenditure per capita (current US$),2006,592.9710693
Tunisia,Current health expenditure per capita (current US$),2006,181.4615173
Turkey,Current health expenditure per capita (current US$),2006,416.8885498
Tuvalu,Current health expenditure per capita (current US$),2006,298.1581726
Tanzania,Current health expenditure per capita (current US$),2006,35.30046463
Uganda,Current health expenditure per capita (current US$),2006,43.30336761
Ukraine,Current health expenditure per capita (current US$),2006,148.3464813
Upper middle income,Current health expenditure per capita (current US$),2006,182.1185726
Uruguay,Current health expenditure per capita (current US$),2006,494.4122009
United States,Current health expenditure per capita (current US$),2006,6819.760254
Uzbekistan,Current health expenditure per capita (current US$),2006,32.206474299999996
St. Vincent and the Grenadines,Current health expenditure per capita (current US$),2006,215.8227997
"Venezuela, RB",Current health expenditure per capita (current US$),2006,545.5061035
British Virgin Islands,Current health expenditure per capita (current US$),2006,NA
Virgin Islands (U.S.),Current health expenditure per capita (current US$),2006,NA
Vietnam,Current health expenditure per capita (current US$),2006,42.05620193
Vanuatu,Current health expenditure per capita (current US$),2006,67.99958038
World,Current health expenditure per capita (current US$),2006,721.6740126
Samoa,Current health expenditure per capita (current US$),2006,138.4928741
Kosovo,Current health expenditure per capita (current US$),2006,NA
"Yemen, Rep.",Current health expenditure per capita (current US$),2006,49.86103821
South Africa,Current health expenditure per capita (current US$),2006,362.463623
Zambia,Current health expenditure per capita (current US$),2006,60.50804901
Zimbabwe,Current health expenditure per capita (current US$),2006,NA
Aruba,Current health expenditure per capita (current US$),2007,NA
Afghanistan,Current health expenditure per capita (current US$),2007,31.84018517
Angola,Current health expenditure per capita (current US$),2007,92.45201111
Albania,Current health expenditure per capita (current US$),2007,NA
Andorra,Current health expenditure per capita (current US$),2007,4094.544434
Arab World,Current health expenditure per capita (current US$),2007,188.5403213
United Arab Emirates,Current health expenditure per capita (current US$),2007,1094.849731
Argentina,Current health expenditure per capita (current US$),2007,551.75
Armenia,Current health expenditure per capita (current US$),2007,172.5760803
American Samoa,Current health expenditure per capita (current US$),2007,NA
Antigua and Barbuda,Current health expenditure per capita (current US$),2007,675.7179565
Australia,Current health expenditure per capita (current US$),2007,3794.251709
Austria,Current health expenditure per capita (current US$),2007,4472.84668
Azerbaijan,Current health expenditure per capita (current US$),2007,176.6751099
Burundi,Current health expenditure per capita (current US$),2007,18.07363129
Belgium,Current health expenditure per capita (current US$),2007,3988.885986
Benin,Current health expenditure per capita (current US$),2007,27.9001255
Burkina Faso,Current health expenditure per capita (current US$),2007,27.96674919
Bangladesh,Current health expenditure per capita (current US$),2007,13.88296032
Bulgaria,Current health expenditure per capita (current US$),2007,361.2349854
Bahrain,Current health expenditure per capita (current US$),2007,692.9870605
"Bahamas, The",Current health expenditure per capita (current US$),2007,1714.844604
Bosnia and Herzegovina,Current health expenditure per capita (current US$),2007,386.9458008
Belarus,Current health expenditure per capita (current US$),2007,279.4168701
Belize,Current health expenditure per capita (current US$),2007,218.0575562
Bermuda,Current health expenditure per capita (current US$),2007,NA
Bolivia,Current health expenditure per capita (current US$),2007,65.2692337
Brazil,Current health expenditure per capita (current US$),2007,599.8584595
Barbados,Current health expenditure per capita (current US$),2007,1024.984985
Brunei Darussalam,Current health expenditure per capita (current US$),2007,702.8585205
Bhutan,Current health expenditure per capita (current US$),2007,63.93658447
Botswana,Current health expenditure per capita (current US$),2007,304.7089539
Central African Republic,Current health expenditure per capita (current US$),2007,18.94192696
Canada,Current health expenditure per capita (current US$),2007,4190.353027
Central Europe and the Baltics,Current health expenditure per capita (current US$),2007,729.911684
Switzerland,Current health expenditure per capita (current US$),2007,6401.807617
Channel Islands,Current health expenditure per capita (current US$),2007,NA
Chile,Current health expenditure per capita (current US$),2007,650.0742188
China,Current health expenditure per capita (current US$),2007,97.74692535
Cote d'Ivoire,Current health expenditure per capita (current US$),2007,67.07280731
Cameroon,Current health expenditure per capita (current US$),2007,50.57829666
"Congo, Dem. Rep.",Current health expenditure per capita (current US$),2007,12.43934917
"Congo, Rep.",Current health expenditure per capita (current US$),2007,41.95578384
Colombia,Current health expenditure per capita (current US$),2007,301.5988464
Comoros,Current health expenditure per capita (current US$),2007,67.69605255
Cabo Verde,Current health expenditure per capita (current US$),2007,130.2969513
Costa Rica,Current health expenditure per capita (current US$),2007,430.478241
Caribbean small states,Current health expenditure per capita (current US$),2007,439.9822455
Cuba,Current health expenditure per capita (current US$),2007,568.6090088
Curacao,Current health expenditure per capita (current US$),2007,NA
Cayman Islands,Current health expenditure per capita (current US$),2007,NA
Cyprus,Current health expenditure per capita (current US$),2007,1694.271851
Czech Republic,Current health expenditure per capita (current US$),2007,1110.176636
Germany,Current health expenditure per capita (current US$),2007,4166.760742
Djibouti,Current health expenditure per capita (current US$),2007,50.20168304
Dominica,Current health expenditure per capita (current US$),2007,318.6968994
Denmark,Current health expenditure per capita (current US$),2007,5468.379395
Dominican Republic,Current health expenditure per capita (current US$),2007,194.6236572
Algeria,Current health expenditure per capita (current US$),2007,150.3798065
East Asia & Pacific (excluding high income),Current health expenditure per capita (current US$),2007,88.8069155
Early-demographic dividend,Current health expenditure per capita (current US$),2007,113.2194654
East Asia & Pacific,Current health expenditure per capita (current US$),2007,322.4176523
Europe & Central Asia (excluding high income),Current health expenditure per capita (current US$),2007,355.611843
Europe & Central Asia,Current health expenditure per capita (current US$),2007,2013.11377
Ecuador,Current health expenditure per capita (current US$),2007,210.5925903
"Egypt, Arab Rep.",Current health expenditure per capita (current US$),2007,77.66156006
Euro area,Current health expenditure per capita (current US$),2007,3555.776342
Eritrea,Current health expenditure per capita (current US$),2007,12.96315956
Spain,Current health expenditure per capita (current US$),2007,2587.02417
Estonia,Current health expenditure per capita (current US$),2007,832.7330933
Ethiopia,Current health expenditure per capita (current US$),2007,11.93408108
European Union,Current health expenditure per capita (current US$),2007,2998.644931
Fragile and conflict affected situations,Current health expenditure per capita (current US$),2007,86.94143053
Finland,Current health expenditure per capita (current US$),2007,3774.777588
Fiji,Current health expenditure per capita (current US$),2007,150.9055481
France,Current health expenditure per capita (current US$),2007,4314.527344
Faroe Islands,Current health expenditure per capita (current US$),2007,NA
"Micronesia, Fed. Sts.",Current health expenditure per capita (current US$),2007,270.4691467
Gabon,Current health expenditure per capita (current US$),2007,263.2390442
United Kingdom,Current health expenditure per capita (current US$),2007,3740.197998
Georgia,Current health expenditure per capita (current US$),2007,177.1108856
Ghana,Current health expenditure per capita (current US$),2007,59.16115189
Gibraltar,Current health expenditure per capita (current US$),2007,NA
Guinea,Current health expenditure per capita (current US$),2007,18.99826431
"Gambia, The",Current health expenditure per capita (current US$),2007,29.68015289
Guinea-Bissau,Current health expenditure per capita (current US$),2007,36.41126633
Equatorial Guinea,Current health expenditure per capita (current US$),2007,247.6587677
Greece,Current health expenditure per capita (current US$),2007,2439.315674
Grenada,Current health expenditure per capita (current US$),2007,432.9971924
Greenland,Current health expenditure per capita (current US$),2007,NA
Guatemala,Current health expenditure per capita (current US$),2007,158.3343964
Guam,Current health expenditure per capita (current US$),2007,NA
Guyana,Current health expenditure per capita (current US$),2007,120.5415878
High income,Current health expenditure per capita (current US$),2007,4015.336122
